Age_Range,Ethnicity,F,M,MSOA,Year
85+,BAN,16.0,6.0,E02000879,2021
0-4,BLA,9.0,9.0,E02000879,2021
10-14,BLA,9.0,7.0,E02000879,2021
15-19,BLA,8.0,6.0,E02000879,2021
20-24,BLA,8.0,10.0,E02000879,2021
25-29,BLA,9.0,9.0,E02000879,2021
30-34,BLA,6.0,9.0,E02000879,2021
35-39,BLA,15.0,8.0,E02000879,2021
40-44,BLA,12.0,8.0,E02000879,2021
45-49,BLA,10.0,5.0,E02000879,2021
5-9,BLA,10.0,8.0,E02000879,2021
50-54,BLA,9.0,6.0,E02000879,2021
55-59,BLA,5.0,3.0,E02000879,2021
60-64,BLA,5.0,5.0,E02000879,2021
65-69,BLA,3.0,,E02000879,2021
70-74,BLA,6.0,,E02000879,2021
80-84,BLA,4.0,2.0,E02000879,2021
85+,BLA,2.0,2.0,E02000879,2021
0-4,BLC,7.0,7.0,E02000879,2021
10-14,BLC,3.0,2.0,E02000879,2021
15-19,BLC,5.0,4.0,E02000879,2021
20-24,BLC,4.0,3.0,E02000879,2021
25-29,BLC,6.0,2.0,E02000879,2021
30-34,BLC,5.0,12.0,E02000879,2021
35-39,BLC,10.0,2.0,E02000879,2021
40-44,BLC,10.0,4.0,E02000879,2021
45-49,BLC,1.0,5.0,E02000879,2021
5-9,BLC,1.0,6.0,E02000879,2021
50-54,BLC,7.0,2.0,E02000879,2021
55-59,BLC,8.0,6.0,E02000879,2021
60-64,BLC,4.0,7.0,E02000879,2021
65-69,BLC,5.0,1.0,E02000879,2021
70-74,BLC,2.0,2.0,E02000879,2021
75-79,BLC,3.0,1.0,E02000879,2021
80-84,BLC,,4.0,E02000879,2021
85+,BLC,6.0,,E02000879,2021
0-4,CHI,4.0,6.0,E02000879,2021
10-14,CHI,,4.0,E02000879,2021
15-19,CHI,1.0,,E02000879,2021
20-24,CHI,1.0,1.0,E02000879,2021
25-29,CHI,5.0,4.0,E02000879,2021
30-34,CHI,22.0,15.0,E02000879,2021
35-39,CHI,11.0,11.0,E02000879,2021
40-44,CHI,8.0,10.0,E02000879,2021
45-49,CHI,,1.0,E02000879,2021
5-9,CHI,4.0,4.0,E02000879,2021
50-54,CHI,2.0,2.0,E02000879,2021
55-59,CHI,2.0,1.0,E02000879,2021
60-64,CHI,1.0,1.0,E02000879,2021
70-74,CHI,3.0,,E02000879,2021
75-79,CHI,1.0,,E02000879,2021
80-84,CHI,1.0,,E02000879,2021
85+,CHI,,2.0,E02000879,2021
0-4,IND,4.0,11.0,E02000879,2021
10-14,IND,2.0,,E02000879,2021
15-19,IND,2.0,2.0,E02000879,2021
20-24,IND,3.0,2.0,E02000879,2021
25-29,IND,,7.0,E02000879,2021
30-34,IND,22.0,23.0,E02000879,2021
35-39,IND,9.0,9.0,E02000879,2021
40-44,IND,3.0,8.0,E02000879,2021
45-49,IND,3.0,3.0,E02000879,2021
5-9,IND,9.0,9.0,E02000879,2021
50-54,IND,2.0,2.0,E02000879,2021
55-59,IND,5.0,2.0,E02000879,2021
60-64,IND,3.0,2.0,E02000879,2021
65-69,IND,,5.0,E02000879,2021
70-74,IND,1.0,,E02000879,2021
80-84,IND,,1.0,E02000879,2021
85+,IND,,1.0,E02000879,2021
0-4,MIX,18.0,11.0,E02000879,2021
10-14,MIX,20.0,16.0,E02000879,2021
15-19,MIX,15.0,8.0,E02000879,2021
20-24,MIX,10.0,19.0,E02000879,2021
25-29,MIX,10.0,8.0,E02000879,2021
30-34,MIX,31.0,22.0,E02000879,2021
35-39,MIX,21.0,16.0,E02000879,2021
40-44,MIX,13.0,14.0,E02000879,2021
45-49,MIX,8.0,8.0,E02000879,2021
5-9,MIX,15.0,7.0,E02000879,2021
50-54,MIX,7.0,3.0,E02000879,2021
55-59,MIX,5.0,1.0,E02000879,2021
60-64,MIX,2.0,5.0,E02000879,2021
65-69,MIX,3.0,2.0,E02000879,2021
70-74,MIX,1.0,3.0,E02000879,2021
75-79,MIX,1.0,,E02000879,2021
80-84,MIX,3.0,,E02000879,2021
85+,MIX,1.0,1.0,E02000879,2021
0-4,OAS,6.0,10.0,E02000879,2021
10-14,OAS,6.0,5.0,E02000879,2021
15-19,OAS,5.0,4.0,E02000879,2021
20-24,OAS,5.0,2.0,E02000879,2021
25-29,OAS,5.0,2.0,E02000879,2021
30-34,OAS,17.0,13.0,E02000879,2021
35-39,OAS,13.0,8.0,E02000879,2021
40-44,OAS,9.0,8.0,E02000879,2021
45-49,OAS,4.0,7.0,E02000879,2021
5-9,OAS,10.0,9.0,E02000879,2021
50-54,OAS,7.0,3.0,E02000879,2021
55-59,OAS,2.0,1.0,E02000879,2021
60-64,OAS,4.0,2.0,E02000879,2021
65-69,OAS,3.0,3.0,E02000879,2021
70-74,OAS,1.0,2.0,E02000879,2021
85+,OAS,,1.0,E02000879,2021
0-4,OBL,,2.0,E02000879,2021
10-14,OBL,11.0,2.0,E02000879,2021
15-19,OBL,4.0,1.0,E02000879,2021
20-24,OBL,5.0,2.0,E02000879,2021
25-29,OBL,4.0,4.0,E02000879,2021
30-34,OBL,3.0,4.0,E02000879,2021
35-39,OBL,2.0,3.0,E02000879,2021
40-44,OBL,2.0,,E02000879,2021
45-49,OBL,4.0,6.0,E02000879,2021
5-9,OBL,2.0,2.0,E02000879,2021
50-54,OBL,2.0,,E02000879,2021
55-59,OBL,1.0,2.0,E02000879,2021
60-64,OBL,4.0,2.0,E02000879,2021
65-69,OBL,1.0,4.0,E02000879,2021
70-74,OBL,,1.0,E02000879,2021
75-79,OBL,3.0,,E02000879,2021
80-84,OBL,2.0,2.0,E02000879,2021
85+,OBL,3.0,1.0,E02000879,2021
0-4,OTH,8.0,12.0,E02000879,2021
10-14,OTH,3.0,6.0,E02000879,2021
15-19,OTH,4.0,6.0,E02000879,2021
20-24,OTH,5.0,6.0,E02000879,2021
25-29,OTH,7.0,16.0,E02000879,2021
30-34,OTH,25.0,34.0,E02000879,2021
35-39,OTH,7.0,14.0,E02000879,2021
40-44,OTH,7.0,14.0,E02000879,2021
45-49,OTH,11.0,14.0,E02000879,2021
5-9,OTH,6.0,9.0,E02000879,2021
50-54,OTH,4.0,7.0,E02000879,2021
55-59,OTH,6.0,10.0,E02000879,2021
60-64,OTH,6.0,4.0,E02000879,2021
65-69,OTH,4.0,3.0,E02000879,2021
70-74,OTH,2.0,3.0,E02000879,2021
80-84,OTH,2.0,1.0,E02000879,2021
85+,OTH,2.0,,E02000879,2021
0-4,PAK,3.0,8.0,E02000879,2021
10-14,PAK,6.0,,E02000879,2021
15-19,PAK,2.0,1.0,E02000879,2021
20-24,PAK,1.0,5.0,E02000879,2021
25-29,PAK,6.0,3.0,E02000879,2021
30-34,PAK,4.0,15.0,E02000879,2021
35-39,PAK,6.0,8.0,E02000879,2021
40-44,PAK,1.0,9.0,E02000879,2021
45-49,PAK,3.0,5.0,E02000879,2021
5-9,PAK,4.0,2.0,E02000879,2021
50-54,PAK,1.0,1.0,E02000879,2021
55-59,PAK,1.0,1.0,E02000879,2021
60-64,PAK,1.0,1.0,E02000879,2021
65-69,PAK,3.0,2.0,E02000879,2021
75-79,PAK,,2.0,E02000879,2021
85+,PAK,,1.0,E02000879,2021
0-4,WBI,81.0,78.0,E02000879,2021
10-14,WBI,24.0,28.0,E02000879,2021
15-19,WBI,23.0,26.0,E02000879,2021
20-24,WBI,15.0,29.0,E02000879,2021
25-29,WBI,64.0,28.0,E02000879,2021
30-34,WBI,182.0,163.0,E02000879,2021
35-39,WBI,157.0,133.0,E02000879,2021
40-44,WBI,68.0,107.0,E02000879,2021
45-49,WBI,56.0,73.0,E02000879,2021
5-9,WBI,88.0,100.0,E02000879,2021
50-54,WBI,56.0,66.0,E02000879,2021
55-59,WBI,53.0,56.0,E02000879,2021
60-64,WBI,51.0,61.0,E02000879,2021
65-69,WBI,50.0,48.0,E02000879,2021
70-74,WBI,68.0,62.0,E02000879,2021
75-79,WBI,37.0,38.0,E02000879,2021
80-84,WBI,39.0,43.0,E02000879,2021
85+,WBI,110.0,51.0,E02000879,2021
0-4,WHO,35.0,50.0,E02000879,2021
10-14,WHO,9.0,9.0,E02000879,2021
15-19,WHO,4.0,6.0,E02000879,2021
20-24,WHO,6.0,9.0,E02000879,2021
25-29,WHO,14.0,17.0,E02000879,2021
30-34,WHO,66.0,44.0,E02000879,2021
35-39,WHO,94.0,89.0,E02000879,2021
40-44,WHO,57.0,61.0,E02000879,2021
45-49,WHO,20.0,45.0,E02000879,2021
5-9,WHO,47.0,46.0,E02000879,2021
50-54,WHO,23.0,25.0,E02000879,2021
55-59,WHO,13.0,16.0,E02000879,2021
60-64,WHO,10.0,5.0,E02000879,2021
65-69,WHO,8.0,7.0,E02000879,2021
70-74,WHO,10.0,5.0,E02000879,2021
75-79,WHO,4.0,2.0,E02000879,2021
80-84,WHO,5.0,4.0,E02000879,2021
85+,WHO,4.0,2.0,E02000879,2021
0-4,BAN,167.0,174.0,E02000880,2021
10-14,BAN,134.0,151.0,E02000880,2021
15-19,BAN,131.0,144.0,E02000880,2021
20-24,BAN,97.0,123.0,E02000880,2021
25-29,BAN,89.0,104.0,E02000880,2021
30-34,BAN,145.0,136.0,E02000880,2021
35-39,BAN,143.0,146.0,E02000880,2021
40-44,BAN,121.0,143.0,E02000880,2021
45-49,BAN,78.0,111.0,E02000880,2021
5-9,BAN,163.0,144.0,E02000880,2021
50-54,BAN,49.0,89.0,E02000880,2021
55-59,BAN,40.0,43.0,E02000880,2021
60-64,BAN,38.0,53.0,E02000880,2021
65-69,BAN,35.0,18.0,E02000880,2021
70-74,BAN,22.0,7.0,E02000880,2021
75-79,BAN,11.0,5.0,E02000880,2021
80-84,BAN,33.0,16.0,E02000880,2021
85+,BAN,10.0,11.0,E02000880,2021
0-4,BLA,12.0,6.0,E02000880,2021
10-14,BLA,6.0,14.0,E02000880,2021
15-19,BLA,4.0,9.0,E02000880,2021
20-24,BLA,7.0,8.0,E02000880,2021
25-29,BLA,2.0,11.0,E02000880,2021
30-34,BLA,7.0,5.0,E02000880,2021
35-39,BLA,8.0,1.0,E02000880,2021
40-44,BLA,6.0,11.0,E02000880,2021
45-49,BLA,14.0,8.0,E02000880,2021
5-9,BLA,7.0,10.0,E02000880,2021
50-54,BLA,13.0,10.0,E02000880,2021
55-59,BLA,8.0,2.0,E02000880,2021
60-64,BLA,2.0,3.0,E02000880,2021
65-69,BLA,3.0,1.0,E02000880,2021
75-79,BLA,1.0,,E02000880,2021
80-84,BLA,1.0,,E02000880,2021
85+,BLA,1.0,,E02000880,2021
0-4,BLC,3.0,1.0,E02000880,2021
10-14,BLC,,2.0,E02000880,2021
20-24,BLC,,1.0,E02000880,2021
25-29,BLC,1.0,,E02000880,2021
30-34,BLC,,1.0,E02000880,2021
35-39,BLC,3.0,3.0,E02000880,2021
40-44,BLC,4.0,4.0,E02000880,2021
45-49,BLC,,3.0,E02000880,2021
5-9,BLC,2.0,4.0,E02000880,2021
50-54,BLC,,3.0,E02000880,2021
55-59,BLC,7.0,1.0,E02000880,2021
60-64,BLC,,6.0,E02000880,2021
70-74,BLC,2.0,,E02000880,2021
75-79,BLC,1.0,,E02000880,2021
80-84,BLC,3.0,1.0,E02000880,2021
85+,BLC,,1.0,E02000880,2021
0-4,CHI,3.0,6.0,E02000880,2021
10-14,CHI,,2.0,E02000880,2021
20-24,CHI,2.0,,E02000880,2021
25-29,CHI,3.0,2.0,E02000880,2021
30-34,CHI,19.0,8.0,E02000880,2021
35-39,CHI,10.0,8.0,E02000880,2021
40-44,CHI,4.0,6.0,E02000880,2021
45-49,CHI,2.0,3.0,E02000880,2021
5-9,CHI,4.0,2.0,E02000880,2021
50-54,CHI,2.0,2.0,E02000880,2021
60-64,CHI,2.0,1.0,E02000880,2021
70-74,CHI,1.0,,E02000880,2021
0-4,IND,8.0,6.0,E02000880,2021
10-14,IND,4.0,3.0,E02000880,2021
15-19,IND,4.0,1.0,E02000880,2021
20-24,IND,1.0,,E02000880,2021
25-29,IND,6.0,6.0,E02000880,2021
30-34,IND,6.0,23.0,E02000880,2021
35-39,IND,11.0,7.0,E02000880,2021
40-44,IND,6.0,10.0,E02000880,2021
45-49,IND,9.0,5.0,E02000880,2021
5-9,IND,5.0,3.0,E02000880,2021
50-54,IND,6.0,4.0,E02000880,2021
55-59,IND,,3.0,E02000880,2021
60-64,IND,1.0,1.0,E02000880,2021
65-69,IND,1.0,,E02000880,2021
70-74,IND,,2.0,E02000880,2021
75-79,IND,,1.0,E02000880,2021
0-4,MIX,8.0,8.0,E02000880,2021
10-14,MIX,16.0,13.0,E02000880,2021
15-19,MIX,10.0,19.0,E02000880,2021
20-24,MIX,9.0,4.0,E02000880,2021
25-29,MIX,3.0,7.0,E02000880,2021
30-34,MIX,12.0,11.0,E02000880,2021
35-39,MIX,12.0,9.0,E02000880,2021
40-44,MIX,7.0,9.0,E02000880,2021
45-49,MIX,9.0,5.0,E02000880,2021
5-9,MIX,4.0,9.0,E02000880,2021
50-54,MIX,5.0,7.0,E02000880,2021
55-59,MIX,3.0,6.0,E02000880,2021
60-64,MIX,2.0,2.0,E02000880,2021
65-69,MIX,1.0,1.0,E02000880,2021
70-74,MIX,,1.0,E02000880,2021
75-79,MIX,,1.0,E02000880,2021
80-84,MIX,1.0,1.0,E02000880,2021
0-4,OAS,9.0,5.0,E02000880,2021
10-14,OAS,3.0,8.0,E02000880,2021
15-19,OAS,3.0,3.0,E02000880,2021
20-24,OAS,7.0,2.0,E02000880,2021
25-29,OAS,4.0,6.0,E02000880,2021
30-34,OAS,20.0,23.0,E02000880,2021
35-39,OAS,10.0,7.0,E02000880,2021
40-44,OAS,11.0,9.0,E02000880,2021
45-49,OAS,12.0,12.0,E02000880,2021
5-9,OAS,7.0,7.0,E02000880,2021
50-54,OAS,7.0,4.0,E02000880,2021
55-59,OAS,1.0,1.0,E02000880,2021
60-64,OAS,4.0,2.0,E02000880,2021
70-74,OAS,2.0,1.0,E02000880,2021
80-84,OAS,1.0,,E02000880,2021
85+,OAS,1.0,,E02000880,2021
0-4,OBL,1.0,1.0,E02000880,2021
10-14,OBL,7.0,2.0,E02000880,2021
15-19,OBL,4.0,4.0,E02000880,2021
20-24,OBL,3.0,1.0,E02000880,2021
30-34,OBL,1.0,2.0,E02000880,2021
35-39,OBL,2.0,,E02000880,2021
40-44,OBL,3.0,1.0,E02000880,2021
45-49,OBL,3.0,4.0,E02000880,2021
5-9,OBL,6.0,4.0,E02000880,2021
50-54,OBL,4.0,1.0,E02000880,2021
55-59,OBL,4.0,2.0,E02000880,2021
60-64,OBL,,2.0,E02000880,2021
65-69,OBL,,2.0,E02000880,2021
75-79,OBL,1.0,1.0,E02000880,2021
80-84,OBL,1.0,,E02000880,2021
0-4,OTH,4.0,7.0,E02000880,2021
10-14,OTH,12.0,7.0,E02000880,2021
15-19,OTH,7.0,3.0,E02000880,2021
20-24,OTH,5.0,3.0,E02000880,2021
25-29,OTH,2.0,4.0,E02000880,2021
30-34,OTH,6.0,11.0,E02000880,2021
35-39,OTH,7.0,10.0,E02000880,2021
40-44,OTH,14.0,3.0,E02000880,2021
45-49,OTH,4.0,9.0,E02000880,2021
5-9,OTH,9.0,8.0,E02000880,2021
50-54,OTH,7.0,14.0,E02000880,2021
55-59,OTH,3.0,13.0,E02000880,2021
60-64,OTH,1.0,1.0,E02000880,2021
65-69,OTH,5.0,1.0,E02000880,2021
70-74,OTH,1.0,5.0,E02000880,2021
75-79,OTH,,2.0,E02000880,2021
85+,OTH,1.0,,E02000880,2021
0-4,PAK,6.0,6.0,E02000880,2021
10-14,PAK,1.0,3.0,E02000880,2021
15-19,PAK,4.0,4.0,E02000880,2021
20-24,PAK,1.0,2.0,E02000880,2021
25-29,PAK,5.0,6.0,E02000880,2021
30-34,PAK,11.0,9.0,E02000880,2021
35-39,PAK,5.0,7.0,E02000880,2021
40-44,PAK,1.0,3.0,E02000880,2021
45-49,PAK,6.0,6.0,E02000880,2021
5-9,PAK,5.0,10.0,E02000880,2021
50-54,PAK,4.0,4.0,E02000880,2021
55-59,PAK,,6.0,E02000880,2021
60-64,PAK,1.0,2.0,E02000880,2021
65-69,PAK,1.0,1.0,E02000880,2021
70-74,PAK,,1.0,E02000880,2021
80-84,PAK,1.0,,E02000880,2021
0-4,WBI,55.0,62.0,E02000880,2021
10-14,WBI,14.0,17.0,E02000880,2021
15-19,WBI,8.0,12.0,E02000880,2021
20-24,WBI,18.0,8.0,E02000880,2021
25-29,WBI,28.0,25.0,E02000880,2021
30-34,WBI,138.0,115.0,E02000880,2021
35-39,WBI,118.0,159.0,E02000880,2021
40-44,WBI,62.0,72.0,E02000880,2021
45-49,WBI,30.0,57.0,E02000880,2021
5-9,WBI,71.0,62.0,E02000880,2021
50-54,WBI,27.0,53.0,E02000880,2021
55-59,WBI,32.0,52.0,E02000880,2021
60-64,WBI,26.0,42.0,E02000880,2021
65-69,WBI,37.0,35.0,E02000880,2021
70-74,WBI,20.0,33.0,E02000880,2021
75-79,WBI,19.0,12.0,E02000880,2021
80-84,WBI,17.0,10.0,E02000880,2021
85+,WBI,35.0,17.0,E02000880,2021
0-4,WHO,45.0,27.0,E02000880,2021
10-14,WHO,5.0,6.0,E02000880,2021
15-19,WHO,3.0,1.0,E02000880,2021
20-24,WHO,1.0,7.0,E02000880,2021
25-29,WHO,5.0,9.0,E02000880,2021
30-34,WHO,55.0,37.0,E02000880,2021
35-39,WHO,85.0,97.0,E02000880,2021
40-44,WHO,59.0,66.0,E02000880,2021
45-49,WHO,30.0,42.0,E02000880,2021
5-9,WHO,31.0,49.0,E02000880,2021
50-54,WHO,14.0,20.0,E02000880,2021
55-59,WHO,13.0,15.0,E02000880,2021
60-64,WHO,6.0,7.0,E02000880,2021
65-69,WHO,4.0,3.0,E02000880,2021
70-74,WHO,,3.0,E02000880,2021
75-79,WHO,1.0,3.0,E02000880,2021
80-84,WHO,2.0,,E02000880,2021
85+,WHO,4.0,3.0,E02000880,2021
0-4,BAN,176.0,188.0,E02000881,2021
10-14,BAN,159.0,157.0,E02000881,2021
15-19,BAN,197.0,201.0,E02000881,2021
20-24,BAN,139.0,164.0,E02000881,2021
25-29,BAN,160.0,135.0,E02000881,2021
30-34,BAN,123.0,124.0,E02000881,2021
35-39,BAN,145.0,89.0,E02000881,2021
40-44,BAN,140.0,119.0,E02000881,2021
45-49,BAN,115.0,106.0,E02000881,2021
5-9,BAN,153.0,167.0,E02000881,2021
50-54,BAN,65.0,91.0,E02000881,2021
55-59,BAN,42.0,53.0,E02000881,2021
60-64,BAN,17.0,46.0,E02000881,2021
65-69,BAN,28.0,16.0,E02000881,2021
70-74,BAN,17.0,7.0,E02000881,2021
75-79,BAN,5.0,5.0,E02000881,2021
80-84,BAN,5.0,5.0,E02000881,2021
85+,BAN,3.0,8.0,E02000881,2021
0-4,BLA,27.0,23.0,E02000881,2021
10-14,BLA,28.0,33.0,E02000881,2021
15-19,BLA,14.0,25.0,E02000881,2021
20-24,BLA,17.0,19.0,E02000881,2021
25-29,BLA,14.0,24.0,E02000881,2021
30-34,BLA,13.0,9.0,E02000881,2021
35-39,BLA,20.0,12.0,E02000881,2021
40-44,BLA,25.0,11.0,E02000881,2021
45-49,BLA,29.0,16.0,E02000881,2021
5-9,BLA,17.0,26.0,E02000881,2021
50-54,BLA,23.0,14.0,E02000881,2021
55-59,BLA,17.0,10.0,E02000881,2021
60-64,BLA,11.0,7.0,E02000881,2021
65-69,BLA,11.0,7.0,E02000881,2021
70-74,BLA,4.0,4.0,E02000881,2021
75-79,BLA,1.0,2.0,E02000881,2021
80-84,BLA,1.0,,E02000881,2021
85+,BLA,,2.0,E02000881,2021
0-4,BLC,7.0,6.0,E02000881,2021
10-14,BLC,6.0,6.0,E02000881,2021
15-19,BLC,10.0,6.0,E02000881,2021
20-24,BLC,5.0,4.0,E02000881,2021
25-29,BLC,9.0,8.0,E02000881,2021
30-34,BLC,10.0,4.0,E02000881,2021
35-39,BLC,8.0,5.0,E02000881,2021
40-44,BLC,5.0,8.0,E02000881,2021
45-49,BLC,12.0,10.0,E02000881,2021
5-9,BLC,10.0,4.0,E02000881,2021
50-54,BLC,10.0,6.0,E02000881,2021
55-59,BLC,20.0,9.0,E02000881,2021
60-64,BLC,11.0,7.0,E02000881,2021
65-69,BLC,2.0,6.0,E02000881,2021
70-74,BLC,2.0,,E02000881,2021
75-79,BLC,5.0,,E02000881,2021
80-84,BLC,2.0,2.0,E02000881,2021
85+,BLC,5.0,2.0,E02000881,2021
0-4,CHI,2.0,6.0,E02000881,2021
10-14,CHI,3.0,5.0,E02000881,2021
15-19,CHI,5.0,2.0,E02000881,2021
20-24,CHI,4.0,3.0,E02000881,2021
25-29,CHI,4.0,5.0,E02000881,2021
30-34,CHI,12.0,6.0,E02000881,2021
35-39,CHI,12.0,12.0,E02000881,2021
40-44,CHI,10.0,11.0,E02000881,2021
45-49,CHI,5.0,5.0,E02000881,2021
5-9,CHI,5.0,5.0,E02000881,2021
50-54,CHI,2.0,2.0,E02000881,2021
55-59,CHI,5.0,3.0,E02000881,2021
60-64,CHI,7.0,1.0,E02000881,2021
65-69,CHI,4.0,5.0,E02000881,2021
70-74,CHI,,2.0,E02000881,2021
75-79,CHI,,1.0,E02000881,2021
80-84,CHI,1.0,,E02000881,2021
0-4,IND,4.0,3.0,E02000881,2021
10-14,IND,8.0,1.0,E02000881,2021
15-19,IND,1.0,2.0,E02000881,2021
20-24,IND,2.0,2.0,E02000881,2021
25-29,IND,1.0,4.0,E02000881,2021
30-34,IND,3.0,11.0,E02000881,2021
35-39,IND,6.0,12.0,E02000881,2021
40-44,IND,9.0,5.0,E02000881,2021
45-49,IND,2.0,7.0,E02000881,2021
5-9,IND,5.0,4.0,E02000881,2021
50-54,IND,3.0,3.0,E02000881,2021
55-59,IND,3.0,2.0,E02000881,2021
60-64,IND,2.0,,E02000881,2021
65-69,IND,,1.0,E02000881,2021
70-74,IND,1.0,1.0,E02000881,2021
80-84,IND,1.0,1.0,E02000881,2021
85+,IND,1.0,,E02000881,2021
0-4,MIX,9.0,10.0,E02000881,2021
10-14,MIX,37.0,30.0,E02000881,2021
15-19,MIX,26.0,33.0,E02000881,2021
20-24,MIX,14.0,13.0,E02000881,2021
25-29,MIX,9.0,12.0,E02000881,2021
30-34,MIX,11.0,22.0,E02000881,2021
35-39,MIX,21.0,7.0,E02000881,2021
40-44,MIX,7.0,8.0,E02000881,2021
45-49,MIX,5.0,5.0,E02000881,2021
5-9,MIX,9.0,8.0,E02000881,2021
50-54,MIX,9.0,5.0,E02000881,2021
55-59,MIX,9.0,3.0,E02000881,2021
60-64,MIX,4.0,,E02000881,2021
65-69,MIX,,3.0,E02000881,2021
70-74,MIX,1.0,1.0,E02000881,2021
85+,MIX,,1.0,E02000881,2021
0-4,OAS,3.0,2.0,E02000881,2021
10-14,OAS,6.0,7.0,E02000881,2021
15-19,OAS,3.0,8.0,E02000881,2021
20-24,OAS,2.0,7.0,E02000881,2021
25-29,OAS,3.0,11.0,E02000881,2021
30-34,OAS,8.0,9.0,E02000881,2021
35-39,OAS,4.0,11.0,E02000881,2021
40-44,OAS,4.0,8.0,E02000881,2021
45-49,OAS,8.0,7.0,E02000881,2021
5-9,OAS,8.0,6.0,E02000881,2021
50-54,OAS,4.0,5.0,E02000881,2021
55-59,OAS,5.0,2.0,E02000881,2021
60-64,OAS,5.0,3.0,E02000881,2021
65-69,OAS,6.0,2.0,E02000881,2021
70-74,OAS,4.0,6.0,E02000881,2021
85+,OAS,1.0,,E02000881,2021
0-4,OBL,4.0,4.0,E02000881,2021
10-14,OBL,8.0,15.0,E02000881,2021
15-19,OBL,8.0,15.0,E02000881,2021
20-24,OBL,10.0,8.0,E02000881,2021
25-29,OBL,5.0,8.0,E02000881,2021
30-34,OBL,5.0,11.0,E02000881,2021
35-39,OBL,7.0,4.0,E02000881,2021
40-44,OBL,7.0,6.0,E02000881,2021
45-49,OBL,4.0,5.0,E02000881,2021
5-9,OBL,5.0,5.0,E02000881,2021
50-54,OBL,6.0,4.0,E02000881,2021
55-59,OBL,1.0,16.0,E02000881,2021
60-64,OBL,4.0,1.0,E02000881,2021
65-69,OBL,2.0,2.0,E02000881,2021
70-74,OBL,2.0,1.0,E02000881,2021
75-79,OBL,3.0,,E02000881,2021
80-84,OBL,,2.0,E02000881,2021
0-4,OTH,7.0,7.0,E02000881,2021
10-14,OTH,6.0,6.0,E02000881,2021
15-19,OTH,9.0,11.0,E02000881,2021
20-24,OTH,7.0,2.0,E02000881,2021
25-29,OTH,8.0,9.0,E02000881,2021
30-34,OTH,9.0,5.0,E02000881,2021
35-39,OTH,7.0,10.0,E02000881,2021
40-44,OTH,6.0,10.0,E02000881,2021
45-49,OTH,7.0,4.0,E02000881,2021
5-9,OTH,5.0,3.0,E02000881,2021
50-54,OTH,1.0,6.0,E02000881,2021
55-59,OTH,6.0,10.0,E02000881,2021
60-64,OTH,2.0,2.0,E02000881,2021
65-69,OTH,1.0,1.0,E02000881,2021
75-79,OTH,2.0,2.0,E02000881,2021
80-84,OTH,1.0,,E02000881,2021
85+,OTH,1.0,,E02000881,2021
0-4,PAK,4.0,5.0,E02000881,2021
10-14,PAK,2.0,3.0,E02000881,2021
15-19,PAK,3.0,4.0,E02000881,2021
20-24,PAK,5.0,4.0,E02000881,2021
25-29,PAK,3.0,4.0,E02000881,2021
30-34,PAK,3.0,7.0,E02000881,2021
35-39,PAK,6.0,5.0,E02000881,2021
40-44,PAK,3.0,1.0,E02000881,2021
45-49,PAK,2.0,3.0,E02000881,2021
5-9,PAK,1.0,5.0,E02000881,2021
50-54,PAK,7.0,3.0,E02000881,2021
55-59,PAK,1.0,2.0,E02000881,2021
60-64,PAK,1.0,,E02000881,2021
80-84,PAK,1.0,,E02000881,2021
0-4,WBI,54.0,49.0,E02000881,2021
10-14,WBI,50.0,41.0,E02000881,2021
15-19,WBI,45.0,42.0,E02000881,2021
20-24,WBI,48.0,30.0,E02000881,2021
25-29,WBI,52.0,57.0,E02000881,2021
30-34,WBI,65.0,82.0,E02000881,2021
35-39,WBI,90.0,70.0,E02000881,2021
40-44,WBI,62.0,65.0,E02000881,2021
45-49,WBI,43.0,56.0,E02000881,2021
5-9,WBI,68.0,53.0,E02000881,2021
50-54,WBI,79.0,74.0,E02000881,2021
55-59,WBI,59.0,62.0,E02000881,2021
60-64,WBI,78.0,73.0,E02000881,2021
65-69,WBI,64.0,68.0,E02000881,2021
70-74,WBI,45.0,53.0,E02000881,2021
75-79,WBI,29.0,34.0,E02000881,2021
80-84,WBI,19.0,13.0,E02000881,2021
85+,WBI,41.0,25.0,E02000881,2021
0-4,WHO,39.0,30.0,E02000881,2021
10-14,WHO,9.0,8.0,E02000881,2021
15-19,WHO,7.0,3.0,E02000881,2021
20-24,WHO,5.0,14.0,E02000881,2021
25-29,WHO,4.0,10.0,E02000881,2021
30-34,WHO,33.0,34.0,E02000881,2021
35-39,WHO,60.0,51.0,E02000881,2021
40-44,WHO,49.0,59.0,E02000881,2021
45-49,WHO,27.0,43.0,E02000881,2021
5-9,WHO,28.0,31.0,E02000881,2021
50-54,WHO,10.0,21.0,E02000881,2021
55-59,WHO,11.0,19.0,E02000881,2021
60-64,WHO,12.0,9.0,E02000881,2021
65-69,WHO,8.0,6.0,E02000881,2021
70-74,WHO,1.0,1.0,E02000881,2021
75-79,WHO,3.0,3.0,E02000881,2021
80-84,WHO,,1.0,E02000881,2021
0-4,BAN,284.0,276.0,E02000882,2021
10-14,BAN,248.0,244.0,E02000882,2021
15-19,BAN,228.0,271.0,E02000882,2021
20-24,BAN,247.0,254.0,E02000882,2021
25-29,BAN,242.0,244.0,E02000882,2021
30-34,BAN,218.0,252.0,E02000882,2021
